Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Details
IBTK,ENSG00000005700,0.0022277734201368,0.035727513006533,0.00127804644935803,0.0174251125834937,
SHROOM2,ENSG00000146950,0.00226549443109336,0.38129478944269,0.00108048852079135,0.00359277234240911,
ALLC,ENSG00000151360,0.00226678713725337,0.0011651763349777,0.064941421566317,-0.0231998035225633,
LTBP1,ENSG00000049323,0.0023662866635219,0.00140864657129292,0.0182056414300704,0.00906372633796589,
NOMO1,ENSG00000103512,0.00243686055795345,0.0016950735891037,0.00974164122797205,0.0189394147506647,
ALYREF,ENSG00000183684,0.00243841617176654,0.03143260261478,0.00144090758695703,0.0414223604718105,
PCDHB12,ENSG00000120328,0.00245474642417853,0.127261624306569,0.00161314568074666,0.00557845167965771,
AL121722.1,ENSG00000283932,0.00249475720153836,0.00310758133835443,0.00217248707601192,0.188438948947848,
MIB1,ENSG00000101752,0.00252037171517894,0.025378397359469,0.00148900301817856,0.0306451233357562,
TUSC1,ENSG00000198680,0.00257984777372555,0.0123048784759157,0.00167338136653095,0.0157753486454715,
TTLL5,ENSG00000119685,0.00260684334419803,0.286608945324801,0.00135145102818091,0.00492829284399362,
MRPL33,ENSG00000243147,0.00261345638980059,0.00198291105094284,0.00760079921451984,0.0849646934935631,
PRKD1,ENSG00000184304,0.00267704745771502,0.048562161336225,0.00131340584984707,0.0107773597178309,
NVL,ENSG00000143748,0.00270021423315303,0.0178023945251702,0.00160760482015609,0.0123909409529496,
ZCCHC12,ENSG00000174460,0.00270559415280602,0.0214509976213519,0.00182105556930434,0.0300577426029136,
TXNDC11,ENSG00000153066,0.002721516527183,0.00289654701060627,0.00279811514015482,0.0119144757971459,
IK,ENSG00000113141,0.00272389857605493,0.0774525574011224,0.00144090659315732,0.012521354041676,
LECT2,ENSG00000145826,0.00273690270618965,0.00161031394743727,0.008632032107735,-0.0222344425209942,
UTS2R,ENSG00000181408,0.0027786018292808,0.0271130222185574,0.00209958136734945,0.0170301071280227,
TAOK3,ENSG00000135090,0.00280256184916516,0.0119593630655388,0.00315467607218234,0.0335820794984766,
C10orf53,ENSG00000178645,0.00283897851813242,0.018310548453495,0.00152502745374161,0.0247238427438962,
OPRK1,ENSG00000082556,0.00286575399522138,0.0649853140784097,0.00148824545261306,0.0261887407028693,
KISS1R,ENSG00000116014,0.00286744682688,0.00400901498394601,0.00597360962224336,0.0393159534814485,
AK7,ENSG00000140057,0.00287307456987695,0.00411559692410779,0.00327979730536188,0.0193574542015119,
ANKRD30BL,ENSG00000163046,0.00289724902745647,0.0776619206394452,0.00173833744155716,0.0503863998443212,
BECN2,ENSG00000196289,0.00290129754885948,0.00172016746424175,0.0269238566693506,0.0215577260314124,
ASB13,ENSG00000196372,0.00290444869264039,0.0241693815612706,0.00199885242958353,0.0320790344218161,
ZNF260,ENSG00000254004,0.00292051450403175,0.00251218205727544,0.00641938526351948,-0.0253860511418592,
SLC43A2,ENSG00000167703,0.00296887048171079,0.555320296287262,0.00154154736402512,0.0073158337805819,
CHRNB4,ENSG00000117971,0.00299068888058418,0.00207955337306465,0.00820540651311408,0.0157082760818339,
SH2D6,ENSG00000152292,0.0029914080912159,0.00407283501053635,0.00352652766162165,0.0319399730626446,
SULT1C3,ENSG00000196228,0.00301417926516323,0.00205175238855815,0.0257799981987116,-0.0210015189017688,
PHF11,ENSG00000136147,0.00306011534860462,0.0155572658480214,0.00220563672511354,0.0485068301008716,
NOA1,ENSG00000084092,0.00309990982424513,0.0228251143644385,0.00174172032722208,0.011237228792315,
TMEM19,ENSG00000139291,0.00315964710619521,0.0246082165354198,0.00235505056788976,0.0208266590672229,
