Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Details
TM2D3,ENSG00000184277,0.119324134950185,0.0774518836470953,0.304563847299068,-0.00359923756380724,
RYK,ENSG00000163785,0.1193260836728,0.259556452770994,0.0768505729825986,0.002350862343105,
ARL2BP,ENSG00000102931,0.119408130636252,0.0932153194445522,0.21614086926358,-0.00438568051968817,
KLHL32,ENSG00000186231,0.119415352859357,0.0732789403399563,0.176488308495895,0.00312267847234018,
ARL8B,ENSG00000134108,0.119463064968198,0.0927394042993913,0.100672159516711,-0.0087525245320471,
THAP2,ENSG00000173451,0.119494926531631,0.0749311811781331,0.348071641741005,0.00497719131305836,
S1PR3,ENSG00000213694,0.119609012890962,0.0691240674558418,0.256634248397502,-0.0030041089907279,
CBFA2T2,ENSG00000078699,0.119677859970145,0.0735541110158353,0.254118380657818,-0.00331670075311268,
CILP2,ENSG00000160161,0.119755097002555,0.0664928254397821,0.202361300024514,-0.00290926705715056,
FAM102A,ENSG00000167106,0.119758351541161,0.307124944890624,0.0695380489285484,0.00360109536281139,
YOD1,ENSG00000180667,0.119771682164099,0.116798893959719,0.0743798503689372,0.00689418120490032,
CLEC4F,ENSG00000152672,0.119802370170442,0.854805004390758,0.0689169630429372,-0.000258576421446846,
HHLA1,ENSG00000132297,0.11982542309505,0.0682205313157518,0.226002051623988,0.00503325271336643,
LRRC31,ENSG00000114248,0.119863909545577,0.410114844643999,0.0698414572317855,0.00126516568130746,
GFOD2,ENSG00000141098,0.119985795934903,0.700629632997868,0.0642825475720752,-0.00140746881496044,
FAM104A,ENSG00000133193,0.119988000274812,0.073321123000548,0.339360125452567,-0.00419646965891957,
NCAPG2,ENSG00000146918,0.119991364856723,0.204883686453404,0.066387443674686,0.00162452483239157,
BATF3,ENSG00000123685,0.120031795078704,0.0656625114236328,0.376585037213154,-0.015202244709158,
CHRNB2,ENSG00000160716,0.120217564527889,0.0776797856410255,0.105265594589679,-0.00338511875966524,
CHRM1,ENSG00000168539,0.120320631117694,0.442156456609184,0.0639192188799935,0.00415162579692132,
